CbRt,SGZ,P,Q,CrRl,AbRl,DfClb,DfRlRt,DfDfClb,ST1,ST2,ST3,ST4,DfST1,DfST2,DfST3,DfST4,Sa,Target
74,-22,0.53,0.05,0.1,-11,0,0.008,-0.1,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0,0,0,-0.0005,0.021
-63,13,0.13,-0.04,0.7,-5,6,-0.006,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
210,-39,-0.27,-0.13,0.3,-7,15,-0.006,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.015
401,28,-0.12,0.08,-0.6,-7,-14,-0.004,1.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
88,19,-0.36,0.03,-1.4,-7,-2,0.003,-0.1,-0.0004,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.021
110,-17,0.38,-0.06,-0.4,-12,15,0.01,-0.8,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.019
-143,-31,0.07,0.2,1,-9,-23,-0.019,0.5,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.018
-127,-22,-0.16,0.24,0.9,-19,-10,-0.036,-0.1,-0.0022,-0.0022,-0.0022,-0.0022,0,0,0,0,-0.0022,0.027
233,5,-0.06,-0.07,0.4,-9,9,0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.02
-538,-4,-0.1,0.15,1.3,-9,-19,-0.012,1.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.029
448,-18,-0.17,0.05,-0.7,-8,-4,0.001,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,-0.0001,0,-0.0005,0.02
819,-22,-0.14,0.01,-1.8,-14,9,0.019,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
-189,-8,0.15,0.06,-0.2,-7,-5,0.005,-0.8,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
-328,-7,0.42,0.13,0.1,-18,3,-0.001,-0.7,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.022
-234,-16,-0.04,0.05,0.9,-12,1,-0.019,0,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.018
-15,-2,-0.2,0.16,-0.2,-6,-18,0.007,0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
127,-11,0.2,-0.06,0.8,-5,8,-0.004,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
-414,36,-0.38,0.1,0.2,-6,-16,0.001,0.5,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
447,-4,0.37,0.21,0.8,-13,-13,0.001,-1.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.022
122,-9,0.59,0.13,1.9,-14,-4,-0.017,-1.5,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.021
314,-42,0.07,-0.09,0.6,-14,18,-0.014,0,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.018
-221,29,-0.06,0.29,0.3,-17,-14,-0.009,-0.2,-0.0017,-0.0017,-0.0017,-0.0017,0,0,0,0,-0.0017,0.036
-125,30,0.48,0.14,-0.3,-12,-10,-0.003,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.022
427,-36,0.4,0.08,0.3,-11,-5,-0.004,-0.7,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.025
-458,22,-0.34,0.1,1.8,-11,-7,-0.026,0.3,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.021
-218,-37,0.53,-0.05,-0.9,-17,16,0.023,0.2,-0.0007,-0.0005,-0.0005,-0.0005,-0.0002,0,0,0,-0.0005,0.018
940,1,0.2,0.15,-2.7,-16,9,0.02,-2.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.024
-143,23,-0.1,-0.03,0.2,-13,2,0.021,2.5,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.016
-250,-5,-0.3,-0.11,0.4,-7,19,-0.009,-1.2,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,0.015
43,-45,-0.3,-0.04,0.4,-13,12,-0.007,-0.4,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.016
43,-15,-0.26,0.14,-1,-16,-3,0.007,0.1,-0.0009,-0.0011,-0.0011,-0.0011,0.0001,0,0,0,-0.0011,0.027
555,-46,0.13,-0.24,1.3,-9,28,0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
202,-47,0.11,-0.07,0.1,-7,8,0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.019
230,33,0.36,0.15,-1,-17,1,0.009,-0.8,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.023
-218,5,0.07,0.09,-1.2,-8,-8,0.002,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
357,13,0.56,0.07,-1,-8,-6,0.009,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.02
40,-32,0.33,0.06,-1.7,-21,14,0.027,-0.4,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,0.02
-54,-38,0.39,0.01,0.1,-11,4,0.002,0.1,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0,0,0,-0.0006,0.02
136,-18,-0.38,-0.07,-0.4,-10,11,-0.014,0,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.019
-17,18,0.21,0.02,-0.5,-7,2,0.01,-1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.02
43,-5,-0.18,0.13,-0.7,-8,-10,-0.002,0.2,-0.0009,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,0.047
-85,-33,0.51,-0.1,0.4,-10,14,0,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.038
-52,-20,-0.25,-0.08,-1,-14,11,-0.007,2.3,-0.0009,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,0.017
24,-9,0.59,0.17,0.1,-16,-6,0.021,-0.2,-0.001,-0.0007,-0.0007,-0.0006,-0.0004,0,-0.0002,0,-0.0006,0.026
-247,-32,0.36,0.21,1.9,-13,-11,-0.031,-0.4,-0.0018,-0.0018,-0.0018,-0.0018,0,0,0,0,-0.0018,0.029
309,-26,-0.22,0.05,-0.4,-8,-2,0.005,-0.4,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,0.026
-363,-21,0.08,0.08,0.2,-6,-6,-0.007,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
233,-13,0.25,0.17,-0.5,-7,-10,0.009,-3.2,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,0.019
218,-3,0.08,0.13,0.6,-6,-12,-0.003,-2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
-17,-27,-0.37,0.08,0.2,-6,-9,-0.007,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.02
343,-23,0.09,-0.01,0.4,-13,7,0.004,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.029
768,-28,0.23,0.27,-0.2,-21,7,0.006,-2.7,-0.0017,-0.0015,-0.0015,-0.0015,-0.0003,0,0,0,-0.0015,0.031
-381,-36,-0.04,0.15,1.9,-14,0,-0.033,-1.5,-0.0016,-0.0017,-0.0017,-0.0017,0.0001,0,0,0,-0.0017,0.023
-242,5,0.2,0.14,1.9,-11,-11,-0.009,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.021
-31,-12,0.51,0.02,-0.5,-10,3,0.012,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
-9,-30,-0.59,-0.04,0.3,-12,1,-0.021,2,-0.001,-0.0011,-0.0011,-0.0011,0.0001,0,0,0,-0.0011,0.018
376,13,0.08,-0.15,0.6,-5,17,-0.005,-0.4,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.016
178,6,0.27,0.07,-0.1,-6,-3,-0.007,-1.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
47,-6,-0.06,-0.07,-0.2,-15,16,0.013,0.2,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,0.021
-328,5,0.46,0.19,0.9,-12,-7,-0.015,-0.8,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.019
249,13,-0.29,-0.04,0.1,-6,10,0.003,-0.5,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
-118,-41,-0.01,0.01,0.7,-18,11,0.014,0.9,-0.0016,-0.0014,-0.0014,-0.0014,-0.0003,0,0,0,-0.0014,0.036
470,-43,0.71,0.25,0.6,-17,-14,0.018,-1.1,-0.0013,-0.0009,-0.0009,-0.0007,-0.0005,0,-0.0003,0,-0.0007,0.027
147,-23,0.05,-0.12,-0.6,-13,17,0.015,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.031
19,2,0.49,0.13,-1.5,-20,6,0.025,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.022
-176,-13,0.07,0.11,1.5,-8,-11,-0.013,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.018
-429,-7,-0.19,0.13,1.4,-14,3,-0.007,-1.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.022
-134,-34,-0.32,0.07,0.1,-13,-1,-0.011,0,-0.0009,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,0.018
83,-15,-0.2,-0.12,-1.1,-8,19,0.011,-1.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
-252,-25,0.24,0.1,1.6,-13,-3,-0.014,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.021
327,-14,-0.21,0.07,0.9,-10,-4,-0.021,0.4,-0.0007,-0.001,-0.001,-0.001,0.0003,0,0,0,-0.001,0.019
-360,-43,-0.21,-0.02,0.4,-10,5,0.003,0.4,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,0.016
475,-25,0.42,0.02,-1.3,-12,0,0.02,0.8,-0.0004,-0.0004,-0.0004,-0.0004,-0.0002,0,0,0,-0.0004,0.02
-60,-13,0.14,0.12,1.1,-12,-6,-0.006,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.029
14,-14,-0.21,-0.02,-0.4,-8,3,-0.011,-0.1,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0,0.0001,0,-0.0008,0.025
-377,7,-0.3,-0.02,0.4,-6,2,-0.003,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.016
248,-17,0.22,0.04,-0.5,-7,-4,-0.002,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.02
-265,-33,-0.17,0.12,-0.7,-7,-12,-0.003,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.02
-95,-30,-0.11,0.11,-0.9,-14,-4,-0.009,0,-0.0009,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,0.019
331,-34,0.2,0.07,0.4,-16,4,0.006,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.023
378,-14,0.04,-0.14,0.1,-10,18,0.001,0.5,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.019
-175,4,0.1,0.28,-0.7,-16,-17,-0.011,-1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.02
-91,-5,0.21,-0.06,-0.5,-7,11,0.008,-0.5,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,0.018
-254,-35,-0.38,-0.11,-0.8,-12,15,-0.004,0.3,-0.0006,-0.0008,-0.0008,-0.0008,0.0002,0,0,0,-0.0008,0.016
-275,0,-0.13,0.12,-0.6,-10,-9,0.002,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.02
89,-41,0.27,0,0.8,-12,6,-0.009,-0.3,-0.0012,-0.0011,-0.0011,-0.001,-0.0002,0,-0.0002,0,-0.001,0.023
381,13,-0.3,0.17,0.2,-13,-7,-0.005,0.4,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.022
-171,-25,-0.44,0.06,0.4,-12,0,-0.008,-0.1,-0.001,-0.0012,-0.0012,-0.0012,0.0002,0,0,0,-0.0012,0.026
395,19,0.15,0.13,-0.5,-10,-11,0.007,0.8,-0.0006,-0.0006,-0.0006,-0.0006,-0.0001,0,0,0,-0.0006,0.024
-189,-16,-0.28,0.08,1.7,-7,-8,-0.012,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.016
178,24,0.01,0.06,-0.6,-7,-6,0.004,0.1,-0.0003,-0.0003,-0.0003,-0.0004,0,0,0,0,-0.0004,0.019
-358,21,-0.09,0.37,-1.1,-20,-21,0.01,0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.021
123,-30,-0.17,-0.06,-1.6,-14,12,0.028,0.5,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
5,-44,0.45,-0.16,-1.3,-7,4,0.012,1.1,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.019
33,6,-0.07,0.09,-0.4,-8,-8,0.003,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
3,-69,0.07,0.13,-2.3,-12,-8,0.02,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.014
-329,9,0.19,0.21,-0.6,-9,-20,0.002,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
-16,-14,-0.06,-0.08,-0.8,-7,8,0.01,0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
-303,-8,0.17,0.06,-0.4,-7,-5,0.001,-0.2,-0.0006,-0.0005,-0.0005,-0.0004,-0.0001,0,-0.0002,0,-0.0004,0.017
109,-24,-0.13,-0.02,-1.1,-8,4,0.01,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.021
-7,14,-0.03,0.17,1.9,-11,-18,-0.025,0.5,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.018
121,-19,-0.07,0.05,-1,-14,4,0.01,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.02
-484,-30,-0.14,-0.1,2,-4,8,-0.02,0.6,-0.0005,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.015
131,-72,0.32,0.04,0.2,-12,1,-0.016,-0.9,-0.0012,-0.0011,-0.0011,-0.0011,-0.0002,0,0,0,-0.0011,0.024
-81,-63,0.24,-0.11,0.7,-11,18,0.002,-0.8,-0.0008,-0.0006,-0.0006,-0.0006,-0.0003,0,0,0,-0.0006,0.018
143,-8,0.18,0.07,0.6,-5,-6,-0.004,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.045
-103,-67,-0.39,-0.1,-0.6,-7,10,0.002,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.015
95,-20,0.55,0.2,-0.5,-18,-3,0.011,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.034
382,-4,0.03,-0.02,1.9,-4,1,-0.012,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.021
-364,2,0.54,0.04,-0.6,-12,3,0.014,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,0.017
-373,31,-0.28,0.02,0.4,-9,3,-0.007,-0.8,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.016
-176,-19,-0.37,0.12,1.9,-10,-9,-0.021,0,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.017
106,-18,-0.46,0.05,1.1,-9,-1,-0.041,-0.7,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.02
350,33,-0.19,0.05,-0.7,-9,-3,0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.022
17,29,-0.2,-0.08,-0.1,-6,8,0.005,-0.4,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
129,8,0.14,0.01,-0.7,-13,6,0.017,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.02
99,17,0.16,0.11,0.6,-6,-12,0,-0.1,-0.0005,-0.0004,-0.0004,-0.0004,-0.0002,0,0,0,-0.0004,0.019
6,-61,-0.38,0.13,-0.3,-16,-2,0.01,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.02
-522,-48,0.06,0.07,-2.3,-14,2,0.022,0,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.049
131,-14,-0.15,0.07,0.4,-7,-6,-0.004,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
-48,-23,-0.53,0.17,0.3,-19,0,-0.013,0,-0.0017,-0.0017,-0.0017,-0.0017,0,0,0,0,-0.0017,0.025
218,-11,-0.25,-0.15,0.6,-9,19,0.001,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.019
-143,3,-0.25,0.03,0.7,-5,-4,-0.007,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
-281,-15,0.01,-0.12,0.5,-6,-2,-0.005,2.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.027
603,29,0.1,0.03,1.1,-7,-2,0.005,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
388,-9,-0.02,-0.11,-0.2,-6,12,0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.023
-102,57,-0.08,0.17,1,-10,-15,-0.015,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.02
-3,-43,0.37,0.15,0.8,-15,3,-0.001,-0.7,-0.0012,-0.0011,-0.0011,-0.001,-0.0002,0,-0.0003,0,-0.001,0.024
-217,-27,0.01,0.08,0,-6,-7,0.004,-0.3,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
-111,-14,0.05,0.18,-1.5,-15,-7,0.018,-0.1,-0.001,-0.0009,-0.0009,-0.0008,-0.0002,0,-0.0002,0,-0.0008,0.025
249,-61,-0.11,-0.16,-0.7,-8,20,0.005,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
-247,-45,-0.47,-0.06,0.1,-8,8,0.005,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
54,-20,0.41,0.17,1.7,-14,-11,-0.02,0.2,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.023
135,1,0.28,0.01,1.1,-5,0,-0.006,-0.4,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.018
250,-19,-0.13,0.03,-0.4,-16,9,0.006,-0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.027
-81,4,0.35,-0.03,-0.5,-6,4,0.007,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
-139,-7,0.02,0.02,-0.1,-6,-2,-0.001,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
191,18,-0.06,0.06,-0.3,-7,-6,-0.007,-0.1,-0.0005,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.017
96,-20,-0.53,-0.02,0.1,-15,11,-0.014,0,-0.001,-0.0012,-0.0012,-0.0012,0.0002,0,0,0,-0.0012,0.018
-257,11,0.18,0.11,0.7,-6,-9,-0.014,-0.3,-0.0007,-0.0007,-0.0007,-0.0006,0,0,-0.0002,0,-0.0006,0.02
-137,-3,0.13,-0.01,0.8,-10,5,-0.006,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.017
168,-23,-0.17,0,-0.8,-12,3,0.021,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
-55,-10,-0.22,-0.05,0.4,-8,9,0.002,-0.7,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
-24,-10,-0.05,-0.16,-2.7,-12,26,0.025,0.7,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.016
344,41,0.22,0.04,-0.8,-13,2,0.014,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.022
-452,-65,-0.39,-0.16,-0.5,-8,15,0.011,1.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
-467,5,-0.28,-0.03,0.5,-5,4,-0.006,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
-73,-14,0.12,0.02,-0.5,-7,0,-0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
-43,-3,-0.19,0.04,0.4,-7,-4,-0.003,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
-261,-37,-0.3,-0.03,0.5,-8,5,-0.004,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.015
-111,-37,-0.04,0.12,-1.2,-14,-5,0.016,0.3,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.018
-56,-30,0.33,0.06,2.8,-10,-1,-0.032,-0.5,-0.0013,-0.0011,-0.0011,-0.0011,-0.0003,0,0,0,-0.0011,0.02
-60,-8,0.04,0.25,-2.1,-18,-10,-0.012,-0.1,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,0.029
16,-9,-0.02,0.08,-0.9,-10,-5,0.008,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
-395,-19,-0.24,0.05,-1,-7,-13,0.004,0.6,-0.0003,-0.0003,-0.0003,-0.0004,0,0,0.0001,0,-0.0004,0.017
-103,-13,0.2,0.21,0.2,-12,-19,-0.024,0.3,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.019
629,-53,0.02,-0.12,0.6,-12,18,0.008,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,-0.0002,0,-0.0007,0.022
-128,-17,-0.64,0.09,0.4,-16,2,-0.022,0,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.019
-234,23,-0.27,0.28,0.5,-13,-27,-0.042,0.5,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,0.019
118,1,-0.06,-0.03,-0.4,-6,3,0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
70,-9,-0.17,0.06,-1.8,-8,-7,0.01,0.7,-0.0003,-0.0003,-0.0003,-0.0003,0.0001,0,0,0,-0.0003,0.02
1,-43,-0.39,0.04,0.3,-13,4,-0.006,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.032
-77,-19,-0.54,-0.08,-1,-11,8,-0.014,1.6,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.017
-88,-18,-0.04,0.16,0.1,-7,-18,-0.012,-0.7,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.017
-221,-59,-0.16,-0.08,0.8,-7,10,-0.008,-0.6,-0.0005,-0.0005,-0.0005,-0.0006,0.0001,0,0,0,-0.0006,0.016
203,-15,0.16,-0.03,-0.3,-6,3,-0.001,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
262,11,-0.11,0.02,-0.6,-7,0,0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.022
236,8,-0.05,-0.05,-0.4,-6,6,0.007,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
-107,28,-0.34,0.24,-0.9,-8,-25,-0.002,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
248,-20,-0.08,0.04,-0.8,-11,-1,0.022,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.02
-230,11,0.18,0.09,-1.8,-8,-8,0.016,-0.3,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.017
375,-57,-0.07,-0.09,-0.4,-6,10,0.004,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
24,-40,-0.68,-0.02,-0.1,-11,13,-0.009,-0.2,-0.0006,-0.0007,-0.0007,-0.0009,0.0002,0,0.0002,0,-0.0009,0.017
104,-20,-0.18,-0.01,-1.3,-8,3,0.001,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
-167,-42,0.23,-0.07,1.8,-10,11,0.005,-0.2,-0.0008,-0.0006,-0.0006,-0.0006,-0.0003,0,0,0,-0.0006,0.021
89,-18,0.03,0.02,1.8,-8,0,-0.013,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.02
42,3,0.74,0.12,-0.7,-17,4,0.003,-2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.019
204,21,-0.15,0.06,-0.8,-9,-8,0.011,-0.2,-0.0003,-0.0003,-0.0003,-0.0004,0,0,0,0,-0.0004,0.02
472,50,0.24,0.03,-0.5,-6,-3,0.006,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
15,18,0.29,0.07,-1.1,-15,3,0.012,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,-0.0002,0,-0.0007,0.02
106,-49,0.72,0.19,0.4,-13,-12,-0.005,0,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.027
-104,10,-0.16,0.16,-1.6,-10,-10,0.017,-0.9,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.016
-213,28,0.28,0.18,0.6,-7,-18,-0.003,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
-270,-17,0.22,0.18,0.5,-14,-8,-0.014,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.021
